Image Name,HAPPY,SAD,ANGRY,CONFUSED,DISGUSTED,SURPRISED,CALM,UNKNOWN,FEAR,section,Gender,Dominant Emotion
520c41ca-8f9b-5d4f-ae5d-158c8f6ee185,0.134,0.133,0.439,0.18,0.001,0.335,97.907,,0.013,Your Money,Man,CALM
0f601ed1-91a1-58bd-90f4-c38e9a9ff863,0.066,0.013,0.064,0.011,0.003,0.029,99.581,,0.001,Opinion,Woman,CALM
1433f845-c065-5294-9665-1594c2187610,0.486,0.2,0.028,0.014,0.003,0.064,97.559,,0.007,Travel,Man,CALM
6e4c1b8f-ed33-5733-b6f2-c7b9ed164d3f,0.174,0.105,0.955,0.152,0.013,0.027,97.419,,0.002,Economy,Man,CALM
5d3bae89-e2c1-5d44-b5fc-414886ac2696,0.012,0.225,0.025,0.032,0.006,0.041,99.442,,0.001,Television,Man,CALM
5b9ee55e-e2dc-55e5-a4ed-9849540fcfe7,0.04,57.212,2.698,31.116,0.097,3.439,16.598,,2.823,Style,Man,SAD
4ae6ad71-6a2a-551c-bed4-7378020381da,0.452,0.01,0.139,0.47,0.007,0.69,96.164,,0.004,Food,Man,CALM
4b831b42-49f5-5080-b691-5b72dc2a87d6,100,0,0,0,0,0.035,0.002,,0,Art & Design,Man,HAPPY
0c9882df-813f-587f-8deb-f4c4d50ca78e,0,97.841,0.039,0.001,0,0,10.153,,0.002,Television,Woman,SAD
5bd87cb0-e089-519a-aa88-57186f3d40ba,0.589,0.073,0.361,0.214,0.014,1.39,94.768,,0.022,Food,Man,CALM
c0328c60-c4ca-5175-a959-1b20e57d8657,0.001,58.14,6.216,49.111,0.032,0.746,2.165,,0.79,Economy,Man,SAD
c8b175cc-2141-5572-bc16-7c3c6a103466,0.002,0.15,0.695,0.548,0.088,0.075,97.698,,0.004,Global Business,Man,CALM
12fdf2a0-7566-51ec-8096-909b2e1b46e6,0.088,0.024,0.008,0.053,0.006,0.087,99.442,,0,Your Money,Woman,CALM
5d93b465-852f-5dde-998e-4f8b1f77cb7c,99.674,0,0,0.001,0,0.063,0.002,,0.002,Television,Man,HAPPY
699106d4-cf07-5063-83cd-6663d2d4a3f1,0.034,1.153,25.195,4.272,0.37,0.262,48.487,,0.009,Real Estate,Man,CALM
4b008b9c-8523-5c45-ac8f-02fb02aa60cf,3.644,0.952,0.041,0.403,0.012,0.802,82.148,,0.106,Science,Woman,CALM
3b54db5a-945e-5f6d-aaa3-d8bc062b5921,55.207,0.848,0.001,0.019,0.013,0.195,11.17,,0.003,Food,Man,HAPPY
97d7006f-6d26-5164-8ad6-2ba7ad4e7d94,0.043,0.047,0.004,0.019,0.001,0.06,99.581,,0,Real Estate,Woman,CALM
6c204950-ffe5-5882-88ca-94f72207cc18,0.041,0.682,0.476,0.059,0.11,0.245,97.419,,0.074,Your Money,Woman,CALM
01596c68-49e3-5e25-a16a-dceb71aac249,0.142,0.742,0.036,1.34,0.046,0.796,94.908,,0.063,Your Money,Man,CALM
4b3e9ae0-544a-5d57-a327-a16b29d294ae,0.012,0.084,0.041,0.148,0.007,0.113,99.302,,0.003,Your Money,Man,CALM
b7677546-cca6-5a43-b3fe-8aafcbb76e40,1.792,0.036,0.005,0.007,0.004,0.048,92.188,,0,Opinion,Man,CALM
babd253d-e484-517d-9510-6fbde6094236,0.007,0.264,8.484,0.352,0.043,0.12,87.153,,0.006,Global Business,Man,CALM
5aebad66-341b-5e63-a7e0-e207c1f829d1,0.08,0.09,0.375,2.218,0.037,81.098,20.19,,4.327,Movies,Man,SURPRISED
0d84a917-9ac9-580b-8f84-7891b0067bbd,0.002,0.06,0.043,0.047,0.002,0.104,99.581,,0.001,Sports,Man,CALM
b0bf5740-3a6b-592d-a6d8-e463b55f3c83,0.023,11.792,0.344,10.14,0.005,0.154,54.537,,0.009,Style,Man,CALM
2a9bfb64-1729-5cb0-8bae-5f261b8df950,0.012,1.266,0.079,0.146,0.011,0.229,97.559,,0.002,Music,Woman,CALM
d4e3e269-41ab-50de-831c-9ae292349ecd,98.698,0,0,0.004,0,0.077,0.279,,0,Travel,Woman,HAPPY
d3063cc4-988d-50ef-bcc4-c1f09f3d869a,0.583,0.008,0.001,0.012,0.001,0.057,97.419,,0.001,Art & Design,Man,CALM
fde70267-9dfa-58a8-8454-3e8f79d0a89a,0.001,98.479,0.019,0.068,0.017,0.005,7.08,,0.01,Global Business,Man,SAD
0c685ed9-9421-51e8-94c7-ed0bcc8b0533,0.013,0.999,0.075,0.086,0.008,0.014,98.186,,0.001,Movies,Woman,CALM
3dca35cb-8020-5a66-9c61-69328c507e4c,0.006,4.483,0.053,0.413,0.034,0.051,92.746,,0.003,Books,Man,CALM
706c69f2-be85-53e9-a747-1a4dec7a4cc0,13.629,0.145,0.158,0.678,0.018,0.536,42.72,,0.005,Travel,Man,CALM
925985d2-e503-54ed-b3c5-de3f8722e08b,0.028,1.476,0.106,0.246,0.006,0.076,96.094,,0.373,Health,Woman,CALM
26911f01-3852-5ad3-9389-1be7792cee2f,0.067,0.102,0.005,0.001,0,0.062,99.442,,0.012,Travel,Man,CALM
ffc36ab5-74ca-5723-b41e-3abd00b229ad,0.014,2.406,0.494,0.549,0.004,0.062,94.768,,0.008,Health,Man,CALM
5fc451bb-e607-54f5-a13f-4c86616cdeb4,0.098,1.506,0.016,0.045,0.002,0.125,97.14,,0.025,Your Money,Man,CALM
9a1f8f3a-a1ac-5389-a803-f478c8aa036b,0.056,4.239,0.414,0.138,0.018,0.2,92.606,,0.014,Science,Woman,CALM
3ef93d01-3440-56ec-b3fa-14303bd1d27c,0.006,0.213,2.805,0.082,0.011,0.032,95.396,,0.004,Television,Man,CALM
3cf35305-bd70-51ec-9928-22a97bfdb426,0.013,0.024,0.047,0.031,0.007,0.24,99.302,,0.061,Sports,Man,CALM
0d306d50-b16d-5ca7-8e63-9b2bbb34b4f2,0.004,1.006,27.417,12.331,0.141,1.234,42.767,,0.145,Movies,Man,CALM
003b1bd4-e567-58de-85e3-1a87bfb452ad,0.013,95.672,0.011,0.018,0.011,0.047,16.932,,0.028,Style,Woman,SAD
1e777013-a7d7-54c1-93e2-fb5358d7f6fb,0,29.271,0.013,1.067,0.177,0.325,2.576,,72.523,Sports,Man,FEAR
0ee84373-38a1-5a7d-aa4b-dff5baaf4bd5,0.001,0.221,0.098,0.109,0.005,0.031,99.302,,0.006,Opinion,Man,CALM
0f63b446-ae21-50b3-b0fb-53e018cc79cb,0.009,2.255,0.13,1.97,0.026,0.017,93.094,,0.004,Television,Man,CALM
3c6838c9-fa6d-52a5-b7e5-b9bb6081071f,100,0,0,0.002,0,0.006,0.031,,0,Education,Man,HAPPY
d7995878-c0d0-58ae-bfb1-41776698e81c,0.084,0.045,0.056,0.139,0.008,0.223,99.023,,0,Media,Man,CALM
3104447a-5d20-5384-b4fa-f356b93ed3ae,0.004,2.071,0.002,0.064,0.003,0.014,96.861,,0,Well,Man,CALM
57c148a9-279c-5114-b3dd-ef4152fb5933,0.701,0.054,0.068,0.108,0.013,0.334,96.164,,0.01,Well,Woman,CALM
67d8bef1-e0cc-5a41-b968-48bd18e294a5,0.026,0.263,27.637,6.999,0.053,0.149,46.394,,0.004,Your Money,Man,CALM
b3f5d0d1-b571-5677-ac93-7690413437ec,0.019,0.216,3.174,1.26,0.019,0.058,92.815,,0.009,Style,Man,CALM
2a4943df-21e5-552c-a30a-3fb909f3fb48,14.068,0,0.059,8.499,0.012,67.544,1.081,,0.003,Technology,Man,SURPRISED
7c1c8928-3844-5dc6-8471-f31fe4d4ebbe,4.008,0.085,0.076,0.059,0.015,0.861,82.576,,0.003,Media,Woman,CALM
da36ad19-5210-5997-9c08-d1f72b0b266b,0.002,0.055,0.494,0.013,0,0.003,99.163,,0,Health,Man,CALM
a9052e25-9601-56c5-b967-ba7f014bc6ef,100,0,0,0,0,0.002,0.002,,0,Education,Woman,HAPPY
920e39d8-ffdd-5002-8e8a-81d7fd1f039b,91.374,0.164,0,0.01,0.001,0.026,2.328,,0,Food,Man,HAPPY
3b407b46-962c-56d9-b7a8-4593d32c0b9f,0.111,0.423,0.166,0.055,0.047,0.253,96.722,,0.541,Media,Man,CALM
1b4ab699-c8a3-5fb3-8379-eac50485ef81,0.02,0.004,0.673,0.044,0.002,0.049,98.744,,0.001,Global Business,Man,CALM
81cb2141-bd63-5dd9-a6b1-1f72678f27f9,0.002,16.956,0.122,72.832,0.006,0.039,6.409,,0.013,Well,Man,CONFUSED
3c64c956-c9ba-561d-8471-6e878da8dbdd,0.056,0.163,1.172,0.396,0.004,0.068,97.14,,0.003,Movies,Woman,CALM
3ea91c81-8a8d-539f-bd42-d82da420e7b8,0.002,0.16,0.075,0.325,0.002,0.106,99.023,,0.003,Books,Woman,CALM
2fd258cf-1e21-538a-968b-c226a4dd74b5,0.006,0.009,0.391,0.01,0,0.012,99.302,,0,Technology,Man,CALM
8b58b4d6-7fb9-52c6-8c2d-953ea2eeed8a,0.013,0.065,1.674,0.144,0.002,0.063,97.14,,0.016,Your Money,Man,CALM
5c13d75a-008e-534f-8ec4-e42cc8717d26,0.009,0.806,1.211,0.055,0.013,0.139,96.722,,0.018,Opinion,Man,CALM
1ffcb07c-2189-5ad0-b1a0-fabebb23f7a4,0.061,1.775,5.185,2.355,0.051,0.754,82.332,,1.242,Books,Woman,CALM
250e533a-ccd5-5103-8827-3bae5f59e1e8,0.042,0.068,0.01,0.021,0.001,0.024,99.581,,0.004,Style,Man,CALM
4f74ccc1-51de-5e8c-b880-e7fb2ee794e2,7.536,1.001,0.043,0.373,0.063,0.28,54.586,,0.006,Movies,Woman,CALM
3b20f640-9f3c-5758-8676-1f8f1f2169cb,0.114,1.412,0.467,0.402,0.013,0.301,95.257,,0.173,Books,Woman,CALM
3f113904-0cf9-52a8-a2ec-dacc2a356b21,53.4,0.003,0.008,0.2,0.001,0.858,12.407,,0.001,Education,Woman,HAPPY
58dd932f-4152-5559-89ac-0c86b88ca98d,0.097,0.081,0.147,0.066,0.01,0.436,98.605,,0.006,Art & Design,Man,CALM
c4e8aea9-da69-562a-8211-664d12001064,1.286,0.093,0.051,0.471,0.014,0.054,93.373,,0.002,Your Money,Woman,CALM
8f38fbe0-4005-541e-9f6e-0db5661cdce2,0.006,0.172,0.135,0.013,0.001,0.009,99.442,,0.001,Automobiles,Man,CALM
4a286402-5dc0-587a-8026-50f3b52802cd,0.009,0.278,0.502,0.368,0.005,0.053,98.186,,0.002,Media,Man,CALM
3a8b1701-0d73-58ad-a033-3181d0155d3c,0.005,40.986,0.487,0.202,0.051,0.041,48.905,,0.008,Food,Woman,CALM
a70df3cf-7f06-5178-89a9-43cf26db9720,0.014,0.472,1.642,0.222,0.093,0.336,96.094,,0.006,Style,Man,CALM
b4459ab2-79be-5fd9-8596-2be55a8efd76,0.004,2.487,27.979,10.122,0.038,0.238,43.302,,0.12,Technology,Man,CALM
0a400b2d-f25d-53fa-848a-d134ea033b93,0.013,3.032,0.947,0.629,0.019,0.035,92.955,,0.051,Books,Man,CALM
ae761fd1-b8bf-55ec-9715-4c900ce4a2f3,0.012,10.132,0.709,0.306,0.018,0.039,84.468,,0.074,Science,Woman,CALM
52b9f057-9007-59d9-b608-79f6fc3d64fe,0.577,0.04,0.03,0.512,0.009,0.058,96.443,,0.001,Well,Man,CALM
5d4684b1-5894-5aec-ba21-069abfc7a1ab,0.003,1.443,4.617,0.352,0.042,0.066,90.374,,0.069,Technology,Man,CALM
74f2eea3-9a8d-5bd7-9fdf-fbb9b8e4394b,90.885,0.025,0.003,0.108,0.002,0.05,2.547,,0,Economy,Woman,HAPPY
5dc9fe4f-262c-510e-9698-7d06771a6140,0.001,0.101,0.014,0.003,0,0.001,99.86,,0,Sports,Man,CALM
ff2bff72-4906-5947-b391-713d14f27e5b,0.003,94.274,2.969,1.514,0.206,0.176,6.21,,7.947,Style,Woman,SAD
2c23527b-30ca-59a7-9187-67e789c02af0,0.003,0.092,6.097,0.174,0.012,0.055,90.723,,0.011,Dance,Man,CALM
6acfded1-ffcc-5676-9726-98db0ba748be,0.019,1.012,0.116,0.245,0.008,0.212,97.419,,0.1,Fashion & Style,Woman,CALM
d5a8f196-d02e-5d03-bcd5-bbef01dc3c27,0,0.037,0.033,0.007,0,0.001,99.86,,0,Economy,Man,CALM
b1a8ddcf-a27c-51ba-ad1f-e52b095a703a,0.012,19.421,29.639,3.283,0.106,0.134,29.413,,2.428,Dance,Man,ANGRY
db61ae97-7f20-5578-b6b8-cc039e03a1a3,0.012,0.273,0.036,0.066,0.005,0.104,99.302,,0.004,Technology,Woman,CALM
d4fa4fb4-ce2d-537f-87bc-d489fb7ca9c3,0.001,1.892,0.086,1.691,0.005,0.151,0.028,,97.721,Your Money,Woman,FEAR
0e4b2c04-8719-51e7-aa25-666e99e726d0,0.015,4.541,0.162,0.264,0.012,0.417,92.118,,0.062,Television,Woman,CALM
2c03b60c-b597-57a5-a61d-eb659fea9439,3.778,0.003,0.038,0.076,0.005,0.118,84.285,,0.002,Music,Man,CALM
ae18469c-4937-509d-8884-7ab0763be022,0.074,0.005,0,0.001,0,0.002,99.721,,0,Science,Man,CALM
323726df-0497-5c66-9787-83b32864fd4c,99.674,0,0,0.035,0,0.041,0.006,,0,Food,Man,HAPPY
4d01a9f4-c030-5077-aa42-21fb461d32db,0.022,0.078,0.036,0.007,0.002,0.02,99.721,,0.001,Music,Woman,CALM
1c63ab7f-3d1d-556a-bd27-609ff9d86360,0.035,0.066,2.925,0.044,0.036,0.089,95.257,,0.01,Movies,Man,CALM
ef44f149-1d28-5f69-b747-8e2319dd0d21,0.006,14.282,0.623,8.102,0.109,0.146,53.854,,0.149,Automobiles,Man,CALM
1ef3bc0c-b047-56d3-bb19-eabef2108360,0.093,0.723,0.048,1.545,0.023,0.079,95.675,,0.004,Food,Woman,CALM
49a3e161-fcc9-54bd-aef6-f9f7a366306c,0.006,0.718,0.267,0.062,0.001,0.008,98.465,,0.003,Economy,Woman,CALM
6bb28640-7c09-555a-9443-8cf5745901b2,15.107,0.018,0.004,0.078,0.007,0.051,40.93,,0,Economy,Woman,CALM
b230fb4e-1da7-5a54-9f14-4b9f6070b4c3,97.396,0,0,0.07,0.001,0.134,0.541,,0,Economy,Man,HAPPY
e55dcb75-fe46-5323-b948-6c8d42351670,0.02,0.003,0.003,0.014,0,0.076,99.86,,0,Travel,Man,CALM
fa422197-b3c9-591a-81a2-b15506cd2eb1,0.068,0.108,0.105,0.093,0.001,0.063,99.163,,0.005,Your Money,Man,CALM
1efab7fb-9772-5599-98ea-31a4500e72a0,0.009,0.07,0.951,0.251,0.045,0.198,97.768,,0.006,Television,Man,CALM
0cd7f348-0ae6-5b49-8798-abe8e7a6af43,0.17,0.163,0.073,0.606,0.034,1.6,95.815,,0.093,Dance,Woman,CALM
fa33be61-b11f-5eba-8b61-e29db81696c7,4.134,0.274,0.042,0.216,0.005,0.486,82.026,,0.005,Art & Design,Woman,CALM
0bda3916-f3bb-5ff0-ae89-bb50a7ea80b3,0.129,1.007,0.022,0.607,0.102,0.574,96.094,,0.017,Food,Man,CALM
5ad2433a-7039-5321-a6d3-8d0b687c5ffd,0.121,0.515,12.952,1.962,0.01,0.762,69.795,,0.089,Style,Man,CALM
d730de75-ad28-57d9-97c7-fe2eb248f46a,0.001,0.036,0.053,0.097,0.003,0.011,99.721,,0.001,Fashion & Style,Man,CALM
17019bfc-bb3d-57d8-b2c2-f34f4780c0d7,0.018,0.945,0.061,1.324,0.032,0.149,95.954,,0.02,Health,Man,CALM
ef020e0b-2b8f-5917-98a6-125f43297ac1,0.04,0.068,0.222,0.122,0.001,0.075,99.023,,0.01,Theater,Woman,CALM
fa83b3fe-b054-5479-8e48-66baf644e85c,0.012,0.5,0.064,0.107,0.001,0.083,98.744,,0.016,Style,Man,CALM
01c79d19-6713-5865-9d44-c1260bb91b26,0.022,0.84,0.201,0.217,0.01,0.12,97.001,,0.33,Sports,Woman,CALM
2c977ecf-4eaa-52d0-bc26-0cae177e7367,0.181,0.889,0.483,2.383,0.018,1.133,91.839,,0.018,Movies,Man,CALM
0cf9b779-1f8d-5294-9813-8b4d45210dca,0.127,3.854,0.062,0.076,0.028,0.31,93.234,,0.034,Music,Woman,CALM
2016b1de-0154-52ee-9311-6fcbabbdcd6a,0.041,0.092,0.047,0.244,0.011,0.101,99.023,,0.002,Fashion & Style,Woman,CALM
0fc7a971-f138-53e8-9c6a-5ca833a007fd,0.009,19.312,3.76,3.779,0.118,0.064,51.07,,0.072,Books,Man,CALM
2665ea02-dd67-563d-a783-ef0a5c999a83,0.056,0.024,0.03,0.07,0.002,0.136,99.442,,0,Fashion & Style,Woman,CALM
fd81a63d-c968-5617-b051-b2ba4dc0f46a,0.003,4.779,3.992,1.568,0.029,0.117,85.139,,0.069,Global Business,Man,CALM
34a06c32-552b-56d2-b172-c9e04b86d224,0.134,0.028,0.152,27.03,0.007,0.721,53.707,,0.017,Automobiles,Man,CALM
3163e6f9-7857-5ba4-ae05-8923274f77f7,4.285,0.046,0.012,0.159,0.025,0.104,82.209,,0,Food,Man,CALM
a20180f4-0d45-5f13-a9cf-947592c6f2e7,0.103,0.41,0.284,0.264,0.011,0.063,97.907,,0.025,Education,Woman,CALM
3cf26340-bc37-5693-b049-976b4c21e45c,0.208,0.288,0.542,0.014,0.002,1.228,95.954,,0.179,Sports,Man,CALM
2f62b06b-b24c-5c0c-b843-5d776e8a6554,0.01,0.173,0.052,0.009,0.002,0.029,99.581,,0.005,Music,Woman,CALM
017794b8-5107-5116-82d9-108df454ad84,0.009,66.436,0.245,0.813,0.174,0.036,40.116,,0.062,Dance,Man,SAD
0324e4ab-c332-566c-b0b6-a0c3238b2a0e,0.009,0.324,3.796,1.221,0.016,0.137,91.839,,0.003,Fashion & Style,Man,CALM
6d43b211-dc1c-59d7-940b-e0410d87538d,0.704,0.03,0.023,0.053,0.013,0.067,96.722,,0,Theater,Woman,CALM
2fd71d6c-05bc-56cb-88b3-802d92c6e791,0.031,0.851,2.164,7.446,0.004,0.102,83.552,,0.008,Technology,Man,CALM
af4cc7a2-b4cb-58f5-b732-3f9a1460656a,0.001,0.828,0.176,0.167,0.006,0.046,98.186,,0.016,Fashion & Style,Man,CALM
2e8cf2cf-93bf-5ebf-b423-78dedc37ad18,0.003,0.067,0.342,0.015,0.001,0.002,99.302,,0,Books,Man,CALM
2da29451-82d6-5968-b889-dc775bdd73e9,0.003,0.527,3.558,1.621,0.198,0.539,90.234,,0.061,Style,Man,CALM
dca5f3a5-6c3b-5bd1-b6da-293b2e891f25,0.039,2.864,0.007,0.009,0.001,0.018,95.536,,0.042,Education,Woman,CALM
3cd00da4-9122-51d7-8c3b-6f2364262851,0.002,7.8,32.764,56.162,0.451,0.056,4.413,,0.067,Real Estate,Man,CONFUSED
5b641f85-e290-5834-b66a-42c847238b95,0.008,8.124,0.083,0.176,0.004,0.022,88.13,,0.035,Media,Man,CALM
bd91e215-530b-550b-a526-a0729eea740f,0.006,0.073,0.244,0.071,0.002,0.082,99.302,,0.003,Media,Woman,CALM
8db67254-21c4-5d2a-ac77-ea9ab547ff4a,0.432,3.281,0.262,4.573,0.004,1.025,84.651,,0.039,Global Business,Man,CALM
0642b610-d978-55f2-83a0-3d27b61574cf,0.003,28.508,0.137,0.068,0.011,0.008,51.9,,0.022,Well,Man,CALM
5c53779e-0e14-5900-bc41-4cc8e4241338,58.869,0,0,0.001,0,11.624,0,,0.014,Movies,Man,HAPPY
b81935ec-0e19-5650-bb32-fe38b33e5064,0,99.599,0.21,0.229,0.166,0.003,1.254,,0.004,Food,Man,SAD
038ddff5-3f14-5cd0-8d71-96acc46125ab,0.015,2.089,1.513,14.748,0.028,0.511,58.15,,0.02,Technology,Man,CALM
fd77fe25-54ce-5e39-bc2b-95e71d37707b,0.082,0.457,0.494,0.616,0.017,0.648,96.094,,0.129,Style,Man,CALM
52afa62a-9e77-5d45-ab7d-0976d1082384,0,0.192,0.131,14.418,0.01,0.18,70.283,,0.015,Automobiles,Man,CALM
348d36e5-822f-5d56-a2ee-a72cbbf48859,0.005,34.531,0.654,1.195,0.012,0.122,48.952,,0.016,Global Business,Man,CALM
4aca5038-b6d9-5c1b-8880-84ee5783d80d,0,0.145,0.01,0.025,0.002,0.012,99.721,,0.006,Technology,Woman,CALM
0d527b61-67a1-5608-8d4c-7eb67c513527,0.02,0.956,0.854,0.134,0.011,0.086,97.001,,0.005,Theater,Man,CALM
b8969e10-ceff-5fb8-8504-a4c69a200f3f,0.021,0.093,0.024,0.081,0.004,0.047,99.581,,0.001,Theater,Woman,CALM
778a9c3c-837a-56da-8046-d5982a766336,0.02,0.12,0.279,0.164,0.017,0.036,99.023,,0.001,Automobiles,Man,CALM
2cf2e3a7-b51a-5903-9f9a-ca7be9e93cc9,0.015,21.901,0.16,2.131,0.101,0.34,54.293,,0.006,Movies,Man,CALM
ec7e9464-a22d-5ab7-aedc-863f78ecfe07,0.015,0.516,3.687,1.308,0.247,0.106,91.071,,0.047,Media,Man,CALM
5462f929-5270-5b9a-aed9-1e000d413a39,0.025,0.107,0.047,0.377,0.007,0.06,98.884,,0.002,Education,Man,CALM
9bda12da-ff8d-5492-8330-9448d3b316e6,0.008,0.805,0.884,1.631,0.023,0.473,93.722,,0.17,Economy,Man,CALM
dedea9f3-ef26-5eab-999c-6d8f0c281e48,0.049,0.14,0.056,0.526,0.01,1.504,96.861,,0.006,Food,Woman,CALM
3d21ce6a-4c4c-50f9-be0e-877cc3d6f23f,0.011,0.056,0.534,0.895,0.002,0.204,97.419,,0.002,Television,Man,CALM
ac96119d-68c2-5ecd-a066-ce3d5dcaadaa,0.003,0.023,0.004,0.007,0,0.007,99.86,,0.001,Science,Man,CALM
00a46966-47b6-5e51-a6de-ced6bbf7bd4a,0.035,0.064,2.115,0.089,0.031,0.229,96.303,,0.004,Dance,Man,CALM
ebb87318-7e4d-5bc9-8035-5c0483a5951d,0.979,0.304,0.034,0.388,0.007,0.367,94.21,,0.011,Fashion & Style,Woman,CALM
11a65428-a71d-5185-bf8e-7795ceb27884,0.003,0.352,0.455,0.088,0.002,0.009,98.605,,0.002,Style,Man,CALM
18c546f6-d7d5-5b6a-bda2-92cfdfcaed29,0.006,40.938,0.046,0.04,0.042,0.051,49.161,,0.053,Education,Man,CALM
fceaad7f-3073-50e2-9a80-ad3a1517f266,0.002,1.588,0.103,0.039,0.016,0.012,97.559,,0,Well,Man,CALM
1f965ee9-45de-56ea-94d2-57a058f3706e,7.296,4.837,0.075,4.021,0.19,0.879,47.673,,0.702,Fashion & Style,Man,CALM
1d8c4a1f-8e63-5301-871f-bd6d609e0c02,57.063,0.016,0.005,0.522,0.013,0.211,10.096,,0.002,Global Business,Man,HAPPY
b8cff6ba-aec3-5df6-a91f-5f8f8d8a89f1,0.004,0.89,0.193,0.596,0.032,0.38,96.164,,0.246,Dance,Man,CALM
d370a9e2-dcc8-5f46-b708-d9e2a46d9e34,0.287,0.035,0.009,0.283,0.008,0.415,97.698,,0.009,Theater,Man,CALM
6a408bae-fc97-534b-a3ca-a165c3119fbc,0,84.076,4.617,41.299,0.35,0.134,0.286,,1.488,Theater,Man,SAD
2d19604a-3b6f-5c86-8653-e1b5973b87c7,0,0.294,0.239,98.413,0.003,0.354,0.002,,0.554,Technology,Man,CONFUSED
143dad97-e658-5de5-bf19-f1861cfe7493,0.318,0.942,0.681,1.235,0.005,0.265,93.862,,0.006,Science,Man,CALM
3ff8bb61-67b0-57d4-b5ee-8e1de90295c2,0.009,2.463,2.725,1.335,0.092,0.172,89.717,,0.119,Theater,Man,CALM
04d0f64e-adc2-5127-80a2-a3f2b91a3664,11.257,0.027,0.001,2.059,0.008,76.475,0.21,,2.856,Sports,Man,SURPRISED
d67db1b5-f71f-56cc-9a0b-4881053fd2a0,0.028,0.018,0.038,0.054,0.001,0.018,99.721,,0.001,Global Business,Man,CALM
ca284640-81af-50e6-b943-bee4d1b9ada6,0.15,0.01,0.015,0.007,0,0.011,99.302,,0,Science,Man,CALM
a7f8c926-8e77-52a2-9bdf-1edfed5442ca,0.013,0.292,0.003,0.142,0.004,0.018,99.302,,0.003,Dance,Man,CALM
0ada4c57-9d3b-5e84-8613-1e14cf214d25,0.019,0.751,0.044,0.032,0.007,0.019,98.744,,0,Theater,Man,CALM
a6a527ad-b5ba-5b86-87f0-317e638983ff,0.005,0.137,0.127,0.048,0,0.013,99.442,,0,Education,Man,CALM
90c08036-19dc-5a76-aa84-3dc54640b190,0.001,0.001,0.007,0,0,0.012,100,,0,Opinion,Man,CALM
5ab3144b-a7bd-5bde-b61b-3d609f82f028,0,0,100,0,0.009,0,0.003,,0.005,Sports,Woman,ANGRY
b375aca0-104a-5730-aa65-5262d2dca07b,0.009,2.501,0.038,47.891,0.05,68.618,4.538,,0.557,Your Money,Man,SURPRISED
4c8ed9ba-8845-5e3f-9d60-09029c128435,0.031,3.087,0.231,0.091,0.026,0.186,94.141,,0.219,Art & Design,Woman,CALM
c2e11feb-30d6-533b-a9be-f14d906f69b5,0.005,0.261,0.052,0.302,0.008,0.05,98.884,,0.023,Media,Man,CALM
8156d548-dc3e-5623-9322-022dda9e80c1,0.051,0.152,0.033,0.064,0.005,0.205,99.163,,0.001,Fashion & Style,Woman,CALM
b9b9a057-7194-59ef-978f-bc3019dc33a8,0.072,0.248,0.411,0.17,0.018,0.319,98.047,,0.01,Theater,Man,CALM
37784c3a-f264-5528-9f30-005b35469f98,99.023,0,0,0.002,0,0.039,0.221,,0,Real Estate,Woman,HAPPY
3a93493e-3030-5a3f-bef3-6c32393ce6eb,0.014,0.242,0.719,0.12,0.09,0.098,98.047,,0.006,Theater,Man,CALM
4b539461-647a-5cf3-80e9-83e779a390c7,0.005,93.102,21.619,3.039,0.292,0.333,6.72,,0.108,Television,Man,SAD
aeb8f123-eb46-5c2b-86cb-45fd8b7f4bca,0.022,0.017,2.084,1.073,0.005,0.147,94.908,,0.019,Art & Design,Woman,CALM
b5b92968-541f-510f-bf30-7ad2b484ca4c,0.047,0.359,0.199,0.268,0.015,0.151,98.326,,0.013,Your Money,Man,CALM
80739ce6-56f4-5f5d-9421-34afdeba3e86,0.026,63.408,0.105,6.032,0.06,0.078,33.792,,0.047,Science,Man,SAD
0c1d4cfd-fa83-59cc-b715-eef909817569,0.005,0.612,0.163,0.074,0.026,0.057,98.605,,0.005,Books,Man,CALM
0aa4cb29-4bc7-5d97-9df6-28f461fbecb4,0.03,2.118,1.77,1.066,0.023,0.169,91.978,,0.087,Opinion,Man,CALM
1d4543c0-16b8-5164-9ca6-328eeb97a97e,0.009,0.394,2.344,0.268,0.014,0.323,94.908,,0.122,Media,Man,CALM
ab9d30c3-eff9-55f7-9561-cd2f72980523,0.016,0.197,0.003,0.005,0,0.103,99.581,,0.001,Education,Man,CALM
93732741-40ca-513c-8004-7dd15092e68e,0.021,0.764,1.654,6.841,0.127,0.227,84.956,,0.005,Economy,Woman,CALM
91fbb1f4-9688-577c-b092-6ee4d35de495,0,0.077,0.016,0.02,0.002,0.015,99.86,,0.001,Travel,Man,CALM
559651a5-885d-585d-b405-403d69de2309,0.001,3.072,0.087,0.119,0.009,0.01,95.257,,0.001,Dance,Man,CALM
d2ef9826-c0b6-5f2c-998b-448aca140dad,96.419,0.001,0,0.048,0.001,0.162,0.863,,0,Travel,Man,HAPPY
616940d0-bd62-51c8-acce-04b1e9e6ec6a,0.032,1.823,48.633,41.146,0.15,0.271,8.984,,0.079,Well,Woman,ANGRY
3af7ec83-ae67-5aa9-a490-9b589087c5f4,0.004,0.226,0.157,0.249,0.003,0.156,98.744,,0,Sports,Man,CALM
ce15e751-3e3d-5bd9-ba2a-d4ed459b37f8,0.003,5.692,25.708,15.126,0.062,0.032,40.535,,0.118,Health,Man,CALM
