Image Name,HAPPY,SAD,ANGRY,CONFUSED,DISGUSTED,SURPRISED,CALM,UNKNOWN,FEAR,section,Gender,Dominant Emotion
dca5f3a5-6c3b-5bd1-b6da-293b2e891f25,95.768,0.001,0.009,0.46,0.008,0.656,0.187,,0.002,Education,Man,HAPPY
fd77fe25-54ce-5e39-bc2b-95e71d37707b,53.84,0.28,0.045,0.59,0.112,0.166,11.903,,0.028,Style,Woman,HAPPY
038ddff5-3f14-5cd0-8d71-96acc46125ab,21.895,1.124,1.694,3.99,0.252,10.866,14.165,,0.213,Technology,Man,HAPPY
b81935ec-0e19-5650-bb32-fe38b33e5064,99.674,0.016,0.001,0.002,0.002,0.007,0.004,,0.016,Food,Man,HAPPY
a20180f4-0d45-5f13-a9cf-947592c6f2e7,0.057,1.784,1.398,6.887,0.06,3.407,77.363,,0.562,Education,Man,CALM
fd81a63d-c968-5617-b051-b2ba4dc0f46a,0.001,94.973,0.004,3.517,0.062,0.008,16.37,,0.006,Global Business,Man,SAD
34a06c32-552b-56d2-b172-c9e04b86d224,11.961,0.783,0.06,0.351,0.598,0.019,45.348,,0.001,Automobiles,Man,CALM
3163e6f9-7857-5ba4-ae05-8923274f77f7,100,0,0,0,0,0.002,0,,0,Food,Man,HAPPY
2fd71d6c-05bc-56cb-88b3-802d92c6e791,1.26,1.302,0.536,5.185,0.615,1.313,81.782,,0.049,Technology,Man,CALM
af4cc7a2-b4cb-58f5-b732-3f9a1460656a,0.021,0.001,0,0.003,0,0.013,99.86,,0,Fashion & Style,Man,CALM
3cf26340-bc37-5693-b049-976b4c21e45c,0.027,0.165,0.005,0.114,0.01,1.226,97.907,,0.011,Sports,Man,CALM
2f62b06b-b24c-5c0c-b843-5d776e8a6554,99.349,0,0.002,0.013,0.004,0.042,0.111,,0.002,Music,Man,HAPPY
0324e4ab-c332-566c-b0b6-a0c3238b2a0e,0.001,1.402,0.113,10.274,1.083,0.128,80.073,,0.006,Fashion & Style,Man,CALM
6d43b211-dc1c-59d7-940b-e0410d87538d,0.005,2.176,0.072,0.142,0.007,0.045,96.443,,0.009,Theater,Man,CALM
017794b8-5107-5116-82d9-108df454ad84,0.081,0.063,0.098,46.426,0.551,64.361,0.75,,7.91,Dance,Woman,SURPRISED
0aa4cb29-4bc7-5d97-9df6-28f461fbecb4,0.196,17.871,1.357,9.633,0.401,0.017,48.673,,0.01,Opinion,Woman,CALM
1d4543c0-16b8-5164-9ca6-328eeb97a97e,0.058,0.328,0.004,6.266,0.352,0.026,88.252,,0.002,Media,Man,CALM
ab9d30c3-eff9-55f7-9561-cd2f72980523,0.002,68.096,0.186,1.489,0.066,0.01,38.361,,0.01,Education,Man,SAD
93732741-40ca-513c-8004-7dd15092e68e,78.008,0.012,0.036,0.106,0.018,0.12,3.876,,0.01,Economy,Man,HAPPY
80739ce6-56f4-5f5d-9421-34afdeba3e86,99.349,0.001,0.006,0.041,0.003,0.043,0.044,,0.005,Science,Man,HAPPY
0c1d4cfd-fa83-59cc-b715-eef909817569,100,0,0.001,0.003,0.001,0.028,0.008,,0,Books,Woman,HAPPY
82da099e-714e-5adc-aa88-ef53dfd23446,0.024,21.642,0.446,10.073,2.57,0.785,45.092,,1.103,Opinion,Woman,CALM
3af7ec83-ae67-5aa9-a490-9b589087c5f4,0.039,1.918,1.228,7.329,0.673,0.606,82.209,,0.017,Sports,Man,CALM
ce15e751-3e3d-5bd9-ba2a-d4ed459b37f8,0.026,5.191,0.051,3.97,0.799,8.766,59.273,,0.92,Health,Man,CALM
616940d0-bd62-51c8-acce-04b1e9e6ec6a,0.252,7.159,0.663,58.888,0.468,1.3,22.441,,1.438,Well,Man,CONFUSED
91fbb1f4-9688-577c-b092-6ee4d35de495,0.102,0.087,0.159,0.059,0.011,0.027,99.023,,0.004,Travel,Woman,CALM
559651a5-885d-585d-b405-403d69de2309,0.007,13.22,0.035,31.395,0.063,0.884,44.232,,0.049,Dance,Man,CALM
d2ef9826-c0b6-5f2c-998b-448aca140dad,94.792,0.001,0.003,0.715,0.003,0.654,0.118,,0.021,Travel,Woman,HAPPY
8156d548-dc3e-5623-9322-022dda9e80c1,2.155,0.07,0.158,0.476,0.485,0.164,88.862,,0,Fashion & Style,Woman,CALM
c2e11feb-30d6-533b-a9be-f14d906f69b5,55.5,0.156,0.007,6.271,0.24,1.443,0.546,,1.429,Media,Man,HAPPY
90c08036-19dc-5a76-aa84-3dc54640b190,0.003,0.006,96.68,1.268,0.007,0.18,1.462,,0.08,Opinion,Man,ANGRY
b375aca0-104a-5730-aa65-5262d2dca07b,97.396,0.007,0.006,0.07,0.053,0.011,0.618,,0.001,Your Money,Woman,HAPPY
5ab3144b-a7bd-5bde-b61b-3d609f82f028,0.003,0.004,99.219,0.013,0.005,0.254,0.062,,0.239,Sports,Man,ANGRY
4c8ed9ba-8845-5e3f-9d60-09029c128435,0.001,0.782,0.248,0.182,0.258,0.017,97.768,,0,Art & Design,Woman,CALM
4b539461-647a-5cf3-80e9-83e779a390c7,0.053,0.445,0.459,2.433,0.423,0.628,92.815,,0.045,Television,Man,CALM
3a93493e-3030-5a3f-bef3-6c32393ce6eb,54.133,0.029,11.249,0.022,0.075,0.292,0.562,,0.831,Theater,Man,HAPPY
aeb8f123-eb46-5c2b-86cb-45fd8b7f4bca,0.102,0.085,1.744,0.968,0.871,0.569,93.234,,0.048,Art & Design,Man,CALM
b5b92968-541f-510f-bf30-7ad2b484ca4c,1.425,2.594,1.002,63.256,1.302,0.134,20.841,,0.013,Your Money,Man,CONFUSED
b9b9a057-7194-59ef-978f-bc3019dc33a8,0.009,1.639,71.094,24.67,0.362,1.011,1.354,,0.644,Theater,Man,ANGRY
37784c3a-f264-5528-9f30-005b35469f98,96.745,0.023,0.007,0.05,0.044,0.029,0.815,,0.001,Real Estate,Woman,HAPPY
a7f8c926-8e77-52a2-9bdf-1edfed5442ca,0.306,0.055,57.959,0.657,0.063,1.619,27.677,,0.062,Dance,Woman,ANGRY
0ada4c57-9d3b-5e84-8613-1e14cf214d25,98.372,0.045,0.002,0.121,0.018,0.185,0.08,,0.003,Theater,Man,HAPPY
a6a527ad-b5ba-5b86-87f0-317e638983ff,0.009,4.538,2.061,48.318,0.222,1.268,34.943,,0.024,Education,Woman,CONFUSED
b8cff6ba-aec3-5df6-a91f-5f8f8d8a89f1,0.268,0.285,0,1.15,0.006,0.021,96.443,,0.002,Dance,Man,CALM
6a408bae-fc97-534b-a3ca-a165c3119fbc,99.349,0.018,0,0.013,0.005,0.007,0.151,,0.001,Theater,Man,HAPPY
d370a9e2-dcc8-5f46-b708-d9e2a46d9e34,0.01,95.456,3.023,1.503,4.013,0.118,0.941,,5.844,Theater,Woman,SAD
2d19604a-3b6f-5c86-8653-e1b5973b87c7,0.004,98.417,0.006,1.907,0.016,0.01,4.98,,0.096,Technology,Woman,SAD
1f965ee9-45de-56ea-94d2-57a058f3706e,0.222,3.467,1.384,1.054,0.549,0.052,89.473,,0.003,Fashion & Style,Woman,CALM
1d8c4a1f-8e63-5301-871f-bd6d609e0c02,0.041,8.85,0.111,1.968,0.08,0.529,83.735,,0.05,Global Business,Man,CALM
d67db1b5-f71f-56cc-9a0b-4881053fd2a0,21.064,3.214,0.594,3.66,0.088,0.091,20.285,,0.025,Global Business,Man,HAPPY
ca284640-81af-50e6-b943-bee4d1b9ada6,58.723,0.109,0.272,0.042,0.382,4.082,4.922,,0.149,Science,Man,HAPPY
3ff8bb61-67b0-57d4-b5ee-8e1de90295c2,2.942,0.09,1.44,1.753,0.665,8.034,58.248,,0.581,Theater,Man,CALM
143dad97-e658-5de5-bf19-f1861cfe7493,1.341,0.036,1.196,5.849,0.454,4.234,74.434,,0.015,Science,Man,CALM
04d0f64e-adc2-5127-80a2-a3f2b91a3664,0.178,0.751,0.141,0.961,0.58,0.028,95.396,,0.008,Sports,Man,CALM
053c77d1-9254-57ad-8bf5-194d5f33c6a0,0.015,0.795,0.079,0.035,0.082,0.009,98.465,,0,Food,Man,CALM
0e8f0a11-dce2-5981-a21f-49022c1ee80c,54.475,0.015,0.881,0.628,0.191,13.769,0.231,,0.414,Sports,Man,HAPPY
2a5914bb-bea0-59e7-a99d-76d55db5b69c,2.12,2.327,4.956,1.905,0.337,0.478,67.598,,0.404,Style,Man,CALM
4443a0a4-ff79-5e7d-9023-b711e90089c5,0.054,0.219,0.01,0.317,0.035,0.037,98.744,,0.004,Your Money,Man,CALM
3becb539-c903-5354-86bd-ae0b8c04d4e5,0.016,1.42,19.226,32.005,1.172,1.18,38.954,,0.055,Music,Man,CALM
2df9f75d-79cb-51b4-91ed-2f577aa70cee,98.372,0.001,0.002,0.035,0.04,0.012,0.433,,0,Books,Woman,HAPPY
3e25283b-ff29-5fe2-b670-55b165881363,0.228,0.02,9.589,2.08,0.188,0.534,82.026,,0.002,Economy,Man,CALM
1cf2037c-7ba9-57f5-8b18-6da174f842d9,0.024,0.533,0.184,1.296,0.254,0.038,96.164,,0.008,Your Money,Man,CALM
fee803fe-3323-5844-a806-b03d5539b05f,99.674,0.001,0.001,0.034,0.009,0.034,0.037,,0.001,Food,Woman,HAPPY
42486f9a-2399-5475-92af-8a1ec6aec859,100,0,0.001,0.006,0.003,0.01,0.005,,0,Real Estate,Man,HAPPY
3cde364b-68eb-5b70-aacf-a11bc2edb1c9,0.03,9.351,0.018,1.251,0.007,0.311,84.468,,0.104,Movies,Man,CALM
2adc3fa7-1ebc-5ac2-82c6-19d999e9da64,0.001,7.745,0.04,82.478,0.761,1.65,7.477,,0.332,Media,Man,CONFUSED
16297cfb-5c0c-5d8a-9849-047e6f4fa626,99.674,0.002,0.005,0.013,0.002,0.028,0.009,,0.001,Real Estate,Woman,HAPPY
6b39e26c-54fd-5102-977e-d29283049a18,0.002,14.001,6.897,1.167,0.216,0.042,56.051,,0.191,Movies,Man,CALM
3d994b97-6c73-56be-832c-2f3337c8300a,0.011,0.236,0.022,0.323,0.008,0.039,99.023,,0.002,Music,Man,CALM
1cb0e53f-6ae3-56d8-8192-b5ad9f5def50,0.89,1.688,0.134,1.358,0.087,0.205,90.862,,0.035,Food,Man,CALM
f45c0a51-dfcf-5320-a8fc-721c833cbbb8,0.003,6.143,0.101,0.877,0.023,0.024,89.473,,0.05,Food,Man,CALM
3b647748-fe81-54b7-90df-fe571e9541f1,15.428,0.465,0.392,0.51,0.11,1.779,35.64,,0.53,Opinion,Woman,CALM
3ce4aa9d-8c07-5a40-bbe8-b32bf74d03e0,6.132,0.039,25.22,11.013,1.848,16.446,20.76,,1.296,Media,Man,ANGRY
2b6a0fa6-a38e-5ab4-843e-e37394b06cf4,0.293,0.265,0.562,0.603,1.781,0.267,93.583,,0.005,Media,Woman,CALM
4d614738-4ed0-5b5b-bc0c-89c1856bbfad,92.35,0.001,0.013,1.017,0.002,1.179,0.07,,0.007,Television,Man,HAPPY
ba28666e-49d1-5229-9523-bce701b2a760,100,0,0,0.001,0,0.002,0.001,,0,Theater,Man,HAPPY
0af95303-8e6f-5a94-af7c-6a85f41a8210,99.674,0.019,0.006,0.008,0.055,0.002,0.015,,0,Books,Man,HAPPY
760e2f37-d420-599d-a664-f582a7a68018,0.014,0.153,0.006,0.149,0.022,0.017,99.442,,0.001,Technology,Man,CALM
0f896c02-118b-5857-81aa-b919d4da260f,0,98.725,0.23,3.53,1.119,0.019,0.447,,0.006,Style,Man,SAD
6546c169-438d-5d9f-9638-19684b748cd5,0.056,0.078,0.004,0.885,0.036,0.029,98.047,,0,Education,Man,CALM
aeea2ae0-1546-5181-a95f-fa80ade98453,0.109,7.043,0.089,0.375,0.01,0.051,88.74,,0.036,Health,Man,CALM
55e948e9-6cc8-52aa-8f03-0f53ecd8e92b,100,0.001,0.001,0.005,0.002,0.013,0.009,,0,Education,Woman,HAPPY
5d2e2531-779f-5cd9-8a95-feb3201d6a00,99.674,0.016,0.002,0.022,0.002,0.037,0.027,,0.007,Television,Woman,HAPPY
8c3dba01-236a-5e80-a023-9a40d68418cc,0.203,0.059,0.027,0.046,0.042,0.055,98.744,,0,Well,Man,CALM
d2cbe771-aa8b-5a56-a773-214a042419b3,0.01,1.472,0.156,8.769,0.217,0.255,82.759,,0.097,Media,Man,CALM
e43797b4-264c-56a5-b731-4254733082f5,69.902,0.472,1.048,0.81,0.095,2.157,0.293,,0.187,Travel,Man,HAPPY
39ab582a-3bf0-5003-a5f5-c928fe5447d6,98.047,0.013,0.003,0.115,0.028,0.091,0.306,,0.001,Health,Woman,HAPPY
2708ba42-cd72-5efb-897e-c9fa76b0eb52,100,0,0,0,0,0.003,0.021,,0,Real Estate,Woman,HAPPY
a90423df-71e9-5676-aa61-118197f2e921,99.674,0.006,0.003,0.022,0.006,0.039,0.008,,0.004,Media,Woman,HAPPY
9675cead-bf57-5ebc-9968-f5016d432cb1,0.688,0.138,1.266,0.541,0.071,0.272,93.722,,0.001,Theater,Man,CALM
1ab00de1-6c41-5556-b1d2-3dd784c16308,1.518,2.307,0.5,0.414,1.653,0.12,86.543,,0.091,Books,Man,CALM
3d74f3e6-b967-5bb4-9909-7e2044c46379,0.021,2.051,0.361,15.505,0.177,4.94,44.511,,8.215,Movies,Man,CALM
1cba948c-d9ec-5b9d-926e-04e4a63bb0d4,0.066,0.01,2.304,5.239,0.074,91.057,1.224,,7.69,Movies,Man,SURPRISED
6a518c72-c359-5df2-b705-5d3560765cab,100,0,0,0.001,0,0.008,0.001,,0,Travel,Man,HAPPY
3ad10ab1-8ec9-51a0-b96b-3d9c4a0fa813,0.22,1.268,0.17,2.612,0.355,4.128,87.52,,0.064,Music,Man,CALM
46a1bb02-4dbd-575f-94af-d3aa1980dbfc,16.872,0.034,0.1,0.131,0.038,0.061,33.617,,0.006,Media,Man,CALM
4e6f9a29-7a77-5a72-bd5e-54beff2f8f57,92.676,0.013,0.029,0.187,0.025,0.338,1.545,,0.025,Movies,Man,HAPPY
21bb1a5c-ad11-5484-b40a-5c15976cd4ab,2.74,0.177,1.732,32.738,2.267,67.48,8.905,,2.803,Global Business,Man,SURPRISED
cc637c2c-d983-541a-a873-a4ebf552346a,99.674,0,0.026,0.008,0.018,0.005,0.034,,0,Fashion & Style,Man,HAPPY
5f3c99d0-5742-57d7-b3e2-02892bf9a6de,0.018,4.404,0.006,0.047,0.009,0.014,93.443,,0.016,Style,Man,CALM
5519e337-482d-52df-928a-d34d66674487,0,0.601,65.283,0.493,0.318,0.005,24.557,,0.005,Opinion,Man,ANGRY
2efc7462-9932-5e03-9ca2-72a39014a48e,7.153,2.501,0.037,0.835,0.06,0.103,53.854,,0.021,Books,Woman,CALM
be26994a-3ce6-5eab-a26c-7a1f6694e1a4,0.012,0.547,0.339,1.485,0.444,0.336,95.047,,0.033,Dance,Man,CALM
a44fc7ee-647a-555c-b4ba-f0dbaac86e0a,0.502,0.348,2.307,0.229,0.024,0.172,93.443,,0.002,Economy,Man,CALM
5a10d0d7-03f1-5196-a966-77f34c60ce2f,0.006,10.706,0.064,64.171,1.768,0.051,17.713,,0.094,Movies,Man,CONFUSED
bb9e2c57-4609-5be3-9ab0-a12f42435fc6,0.023,0.978,0.063,4.097,0.041,0.297,91.002,,0.007,Your Money,Man,CALM
1dfd5832-3e9d-5fb6-8c6b-c89dac744ee8,0.106,3.271,0.392,4.476,5.743,0.163,78.584,,0.043,Opinion,Man,CALM
3fec9583-5690-5f8a-8c41-28224185c42f,97.721,0.095,0.002,0.071,0.05,0.061,0.361,,0.004,Opinion,Woman,HAPPY
812cdff7-4781-584c-858e-2bf6e357bcfa,0.056,0.654,4.694,1.386,0.511,0.047,89.045,,0.013,Style,Man,CALM
74df99d7-44e7-50b5-85d1-b072a4530e92,0.11,0.002,0.286,2.374,0.327,97.636,2.924,,0.028,Global Business,Man,SURPRISED
ffe9dc72-8bb2-542e-9d10-6f5ee07cb75c,1.926,0.128,0.11,1.56,0.096,2.022,86.726,,0.01,Theater,Woman,CALM
4a0d7c2c-fd5d-50e5-874a-7fd374702de8,0.817,0.014,0.001,0.02,0.011,0.006,96.443,,0,Movies,Man,CALM
5d87a39c-cb76-589c-836f-da0cc9a18225,98.698,0.056,0.001,0.024,0.005,0.031,0.271,,0.003,Books,Man,HAPPY
f12b61a2-2e6e-5ec4-8761-6f94acb25e0f,0.001,1.542,1.775,0.25,0.034,0.047,94.489,,0.066,Opinion,Man,CALM
dfa23a5a-2844-5fbe-86a7-b876afde6725,99.023,0.002,0.005,0.213,0.008,0.024,0.021,,0.001,Real Estate,Woman,HAPPY
e290aabb-78f2-5dad-984f-425706b4fd5c,98.698,0.003,0.012,0.017,0.004,0.247,0.131,,0.002,Technology,Man,HAPPY
05ab6570-76a6-583e-af64-d1ea78909414,0.016,0.538,0.064,2.892,0.128,0.212,93.722,,0.008,Books,Man,CALM
7b9b3684-6fd3-5bd9-9a55-0d0c2b13dd25,100,0,0,0.001,0,0.002,0.001,,0,Travel,Man,HAPPY
2e0ab92d-cf16-5e01-a736-04f991ee3527,5.876,0.423,0.004,6.48,0.458,0.667,52.193,,0.002,Education,Man,CALM
661c3b77-9820-55c1-82d9-171a713bb93f,99.349,0.009,0.014,0.106,0.037,0.016,0.015,,0.004,Well,Woman,HAPPY
231221b7-701c-5fc1-81d6-a697e24c4836,1.056,1.573,10.474,50.404,0.557,0.916,25.995,,0.118,Opinion,Man,CONFUSED
dd0f4f00-e12d-5fab-9d6b-f0bf27d0d7da,0.092,0.091,0.087,0.297,0.038,0.029,98.744,,0.001,Style,Woman,CALM
4c0bc847-8359-5488-9a32-7d006fd15e48,0.276,1.826,0.111,0.422,0.067,0.827,94.141,,0.073,Music,Man,CALM
c3003781-8605-50d0-85c9-52395ed6223a,100,0.001,0.001,0.01,0,0.016,0.009,,0,Food,Man,HAPPY
1a1edf3e-d9d6-52b1-94b3-5db5c3800e58,100,0,0,0.002,0,0.012,0.005,,0,Real Estate,Woman,HAPPY
0c819218-3351-5c0c-a6ff-03dbfcf63dec,0.004,63.359,0.189,4.476,43.652,0.028,3.146,,0.459,Theater,Man,SAD
2a38ce5f-614f-5a98-92f5-164087c43c3e,0.02,76.836,0.467,0.926,0.27,0.014,36.303,,0.001,Music,Man,SAD
4d592a59-309b-5721-b80d-47d9b2e7bd50,100,0,0,0.002,0,0.003,0.002,,0,Sports,Man,HAPPY
6b58a659-c203-508d-9b37-ae89362abac6,99.674,0,0.006,0.011,0.001,0.018,0.049,,0,Science,Man,HAPPY
c381a286-b698-503f-a975-4daa3222c4d8,0.473,0.948,16.541,2.947,10.413,0.238,48.092,,0.007,Food,Woman,CALM
8c9fbec7-b046-52bb-9d1c-30a2da867ec2,17.179,0.152,0.303,0.378,0.117,0.243,30.862,,0.047,Health,Man,CALM
97b2d9c3-3a6c-545d-920a-5b255743ed83,2.057,0.058,0.173,0.122,0.021,0.046,90.513,,0.002,Media,Man,CALM
be33ed26-053c-59c5-99b8-ad5e7cf9ab72,0.011,0.404,0.81,1.017,0.191,0.012,96.164,,0,Art & Design,Man,CALM
194b2bf3-eb7c-5466-916b-30a06e571741,0.089,0.108,0.065,0.596,0.083,0.644,97.419,,0.011,Food,Man,CALM
c539defc-dcd8-5c84-a62f-836b80137263,0.003,0.064,0.073,0.226,0.023,0.129,99.163,,0.001,Art & Design,Woman,CALM
6b5e9618-b3a9-5978-9468-73120c3d3c9b,0.115,1.97,0.086,1.282,0.098,0.286,93.722,,0.058,Music,Man,CALM
0d932a54-4edd-5cc0-91bf-57f67c6ce2aa,0.115,0.067,0.069,0.144,0.07,0.044,98.884,,0,Style,Man,CALM
c5362544-6623-5c78-b7c5-0f0be4a3804f,100,0,0,0,0,0.001,0,,0,Automobiles,Man,HAPPY
b395e752-9f5d-5473-8691-eac8b787e9c1,0.045,0.09,0.081,0.223,0.074,0.018,99.023,,0,Art & Design,Woman,CALM
ba8d10bd-d3b9-549f-a01e-57e228704482,1.64,0.254,0.076,0.849,0.371,4.421,85.322,,0.253,Art & Design,Man,CALM
6b626bc5-165c-5c8d-b4a3-a2cd965505ef,0.062,1.73,0.23,36.069,0.534,4.845,44.674,,0.059,Well,Man,CALM
54a8aac2-38f2-5a5e-b7b0-94a827e9ed6a,91.048,0,0,0,0,0.029,2.594,,0,Art & Design,Man,HAPPY
42ef129e-d718-5e4e-a09c-32e727658a58,0.003,0.235,0.116,0.126,0.005,0.09,99.163,,0.001,Your Money,Woman,CALM
3b0ec9ec-9187-5059-bc16-9411eebf0f5e,0.19,4.892,5.74,34.674,0.132,20.656,28.165,,1.077,Sports,Man,CONFUSED
5db63b87-7f4b-51ea-bb5a-43db8c95e647,2.138,0.177,6.409,1.676,1.57,3.246,59.518,,0.143,Education,Man,CALM
3125b26a-d43f-523d-8886-7c87248b8659,0.021,0.069,0.012,0.206,0.083,0.02,99.302,,0.002,Media,Man,CALM
1dccec9c-717f-51f8-9709-c2e32757c93b,100,0.001,0.002,0.001,0.001,0.011,0.008,,0.001,Travel,Man,HAPPY
b4e9b176-9b23-55b4-83b8-8309e61baa80,97.721,0,0.004,0.021,0.008,0.727,0.017,,0.003,Technology,Man,HAPPY
2c2919cd-e309-53a1-8491-61e01b6398df,0.263,17.163,0.187,9.394,0.446,2.922,47.952,,0.55,Music,Woman,CALM
fee020de-757d-5ff1-9dbc-ad8673aacb64,99.023,0.002,0.041,0.056,0.047,0.044,0.062,,0.002,Automobiles,Woman,HAPPY
4fca7619-5695-5cc7-96c6-35fa54b9c601,99.023,0.007,0.049,0.03,0.022,0.03,0.046,,0.057,Travel,Man,HAPPY
f5583c3b-95df-5927-9f1b-57b8b4cdf007,18.644,2.112,0.153,0.844,0.191,0.218,26.104,,0.041,Theater,Woman,CALM
aacf0f5c-acd1-56de-a796-dc85ef190593,0.004,0.053,0.066,8.036,0.028,0.154,86.299,,0.003,Education,Man,CALM
a0e3177d-f2e9-5c19-b5cf-f80c7c59eb31,1.664,1.051,0.022,0.544,0.11,0.062,90.165,,0.003,Your Money,Man,CALM
0b08b171-49f0-5d3d-a72d-5117b6d3fd32,0.001,15.845,0.003,4.857,0.021,0.015,57.271,,0.011,Books,Man,CALM
1f49dcd1-9f00-5003-b3b3-b23eeb95e007,1.627,0.422,20.105,3.537,0.374,0.919,48.952,,0.191,Opinion,Man,CALM
b71f275a-50c3-5aa3-ae73-d42b1ceaf849,100,0,0.002,0.006,0,0.006,0.016,,0,Science,Man,HAPPY
78b1bc25-aed0-5c9e-813b-67995b657f9e,0.131,93.123,3.418,15.078,6.744,0.067,2.585,,1.207,Science,Man,SAD
5f9d82a2-e32c-5f9b-8c36-86bfc0999362,0.075,2.481,10.083,3.672,1.88,0.042,59.908,,0.003,Media,Man,CALM
273a69b8-00d5-537e-a3b2-237923f98fce,100,0,0,0.001,0.002,0.007,0.001,,0,Food,Man,HAPPY
2b2379f2-6fec-58e9-abdf-03a3a14e8945,0.028,12.756,12.646,2.744,54.199,1.802,3.162,,6.204,Health,Man,DISGUSTED
d4156df0-eff2-5328-acf9-28e04dbfcb98,0.019,0.095,53.027,9.069,10.223,0.136,20.326,,0.018,Media,Man,ANGRY
c61db6eb-9793-5a54-8f7e-31217a6d716c,9.448,0.039,0.076,0.099,0.07,0.215,50.094,,0.033,Food,Man,CALM
12d956f4-3c97-56bb-a6e2-16b8df523b48,100,0,0.001,0.004,0.002,0.031,0.001,,0,Travel,Man,HAPPY
a338730c-d7cd-5640-8a8f-53997c93fcb3,0.001,1.234,41.162,3.858,5.176,0.007,36.791,,0.001,Opinion,Man,ANGRY
7a5a2e8c-89ee-59ea-a419-32aaef5b8d54,99.674,0.01,0.002,0.023,0.027,0.07,0.01,,0.005,Theater,Man,HAPPY
5ba17fae-b159-5aeb-9a1c-4f8f2abac6c1,0.1,5.46,0.011,0.191,0.02,0.025,91.35,,0.002,Health,Man,CALM
2f8c791c-2b36-5f95-bcb7-8aa9b1476ff9,94.792,0.084,0.029,0.384,0.32,0.184,0.415,,0.051,Real Estate,Woman,HAPPY
e9f03590-8202-5c0f-aca5-b291ce48341d,0.004,0.051,0.002,0.052,0.002,0.002,99.86,,0,Art & Design,Man,CALM
4a353cc1-cd8e-59f8-9eb0-bfb071b642ac,0.124,0.365,26.074,48.074,0.302,0.657,21.044,,0.02,Sports,Man,CONFUSED
83665038-92c3-5f6e-beed-fd58ff498ae5,100,0,0,0.001,0,0.002,0.013,,0,Travel,Woman,HAPPY
1260ce6d-76c4-5f12-b47b-dcf23b099503,5.481,0.084,0.091,0.857,0.137,0.918,60.273,,0.193,Your Money,Man,CALM
cadf536c-ff8e-59ed-beaa-e946e745d2a5,0.049,0.044,0.426,51.727,0.008,0.965,39.233,,0.024,Real Estate,Man,CONFUSED
e32ed03d-1d0b-5c7e-a0ff-730dc2a2e9d4,8.521,0.064,0.006,0.287,0.03,0.062,52.926,,0,Dance,Man,CALM
e50f0fd5-a552-59e5-9fd3-2a269392420e,100,0,0,0.001,0.005,0.001,0.001,,0,Art & Design,Man,HAPPY
1d87cf21-869b-57a3-b4f3-3d97ae66ebfa,0.001,0.454,0.021,0.2,0.023,0.001,98.884,,0,Movies,Man,CALM
5a58d862-c8b4-598d-9115-5fee4334abd5,16.23,0.42,0.05,7.68,3.433,0.461,25.371,,0.009,Theater,Man,CALM
03c3a772-581a-50d8-93c5-7c9a70e58557,0.098,3.656,1.244,46.029,0.046,0.13,40.395,,0.002,Movies,Man,CONFUSED
a58cc0b4-4d0b-58e6-9ad2-a06ad20f9b8f,19.551,0.905,0.438,1.263,0.23,0.931,24.245,,0.05,Fashion & Style,Woman,CALM
0c0365d8-6aa1-5ab4-a64c-703994551a56,2.983,0.21,0.434,0.397,0.243,0.226,85.627,,0.003,Health,Man,CALM
4f2c2de6-36f4-54f6-a9f7-de6a528ee002,100,0,0,0.001,0,0.021,0.005,,0.001,Travel,Woman,HAPPY
d1cdd858-1c98-59cc-8031-ff7c05e8eb15,100,0,0,0.002,0,0.033,0.003,,0,Your Money,Man,HAPPY
a20dd755-eba8-5630-b87e-1afcf709858a,100,0,0,0.001,0,0.004,0.001,,0,Real Estate,Woman,HAPPY
2fe7eaba-0a1f-5fa8-b001-aaf2848b0aeb,99.674,0,0.003,0.004,0.011,0.05,0.006,,0.002,Sports,Woman,HAPPY
a5b39843-586a-5ba2-964b-e7fa1be78721,99.674,0,0.004,0.013,0.021,0.038,0.026,,0.001,Media,Man,HAPPY
903bd2db-1291-5131-b13b-c4b2a9a601ee,99.674,0,0.004,0.002,0.006,0.041,0.007,,0,Dance,Man,HAPPY
5d288c6e-0e55-507c-b8f2-8c4b9178f249,1.439,1.736,0.316,0.286,1.509,0.106,88.252,,0.067,Books,Man,CALM
b11c4fea-f474-5855-96b5-ec6ec16c633e,0.064,0.166,4.895,57.586,4.605,1.888,24.15,,0.036,Global Business,Man,CONFUSED
998b31d7-f9ea-50d8-8ab0-74bd86efd4bd,2.592,0.006,0.004,0.02,0.005,0.015,88.984,,0,Dance,Woman,CALM
8ae7035a-8a7c-5f37-add3-d8709246920d,0.015,4.813,0.42,0.204,0.102,0.026,91.839,,0.009,Opinion,Man,CALM
41cf9081-ead2-554f-9864-44524bbd406e,0.059,0.131,0.445,0.044,0.046,0.035,98.744,,0.005,Theater,Man,CALM
2ef511cc-6d8c-59a0-bc6a-047aeecc5ed5,0.008,1.077,0.559,1.208,0.162,0.106,95.117,,0.016,Sports,Man,CALM
55df41b1-bcc6-518e-bb05-2c5db34cb9db,78.008,0,0.001,0.256,0.001,4.791,0.016,,0.015,Theater,Man,HAPPY
d3bb6191-c797-51e0-9ed0-e57f0cc10182,1.942,0.336,27.148,1.516,4.163,2.094,44.209,,0.1,Opinion,Woman,CALM
5607620e-31ad-54c3-ab72-a1e9fa2192c6,100,0,0,0.003,0,0.016,0.01,,0,Health,Man,HAPPY
